Time,Type,Price,Volume
11375.109,ask,345,2
11375.109,bid,282,2
11376.225,ask,673,1
11376.225,bid,263,3
11377.0,ask,616,2
11377.0,bid,117,2
11378.085,ask,602,1
11378.085,bid,298,4
11379.046,ask,683,1
11379.046,bid,117,2
11380.038,ask,720,1
11380.038,bid,333,5
11381.061,ask,561,1
11381.061,bid,91,2
11382.301,ask,720,1
11382.301,bid,156,2
11383.138,ask,344,2
11383.138,bid,15,1
11384.037,ask,512,1
11384.037,bid,19,1
11385.06,ask,763,1
11385.06,bid,336,12
11386.145,ask,770,1
11386.145,bid,320,2
11387.137,ask,669,2
11387.137,bid,73,1
11388.16,ask,744,2
11388.16,bid,74,1
11389.09,ask,744,2
11389.09,bid,98,1
11390.051,ask,638,1
11390.051,bid,71,1
11391.074,ask,391,2
11391.074,bid,28,2
11392.221,ask,392,1
11392.221,bid,78,2
11393.027,ask,545,2
11393.027,bid,86,1
11394.019,ask,369,3
11394.019,bid,36,2
11395.011,ask,794,1
11395.011,bid,341,1
11396.003,ask,747,1
11396.003,bid,36,2
11397.088,ask,747,1
11397.088,bid,117,1
11398.018,ask,510,2
11398.018,bid,49,1
11399.041,ask,657,1
11399.041,bid,115,1
11400.095,ask,345,4
11400.095,bid,45,2
11401.118,ask,340,2
11401.118,bid,45,2
11402.017,ask,729,2
11402.017,bid,101,1
11403.009,ask,579,2
11403.009,bid,43,1
11404.063,ask,787,2
11404.063,bid,43,1
11405.148,ask,680,5
11405.148,bid,69,1
11406.016,ask,376,2
11406.016,bid,69,1
11407.008,ask,655,2
11407.008,bid,25,1
11408.217,ask,523,1
11408.217,bid,25,1
11409.116,ask,523,1
11409.116,bid,5,5
11410.015,ask,445,4
11410.015,bid,5,5
11411.069,ask,418,2
11411.069,bid,5,5
11412.123,ask,349,1
11412.123,bid,11,6
11413.115,ask,345,2
11413.115,bid,133,2
11414.045,ask,481,2
11414.045,bid,336,2
11415.006,ask,340,2
11415.006,bid,133,2
11416.153,ask,338,4
11416.153,bid,141,2
11417.021,ask,561,2
11417.021,bid,110,2
11418.075,ask,689,5
11418.075,bid,329,7
11419.191,ask,512,2
11419.191,bid,52,2
11420.152,ask,426,4
11420.152,bid,39,2
11421.051,ask,404,1
11421.051,bid,22,2
11422.043,ask,704,1
11422.043,bid,19,2
11423.035,ask,337,2
11423.035,bid,19,2
11424.058,ask,678,5
11424.058,bid,2,2
11425.298,ask,354,1
11425.298,bid,108,5
11426.104,ask,775,5
11426.104,bid,108,5
11427.003,ask,408,4
11427.003,bid,159,2
11428.026,ask,532,5
11428.026,bid,102,2
11429.049,ask,561,4
11429.049,bid,44,2
11430.103,ask,381,4
11430.103,bid,63,5
11431.002,ask,662,5
11431.002,bid,61,2
11432.087,ask,379,4
11432.087,bid,335,3
11433.079,ask,527,5
11433.079,bid,88,1
11434.04,ask,465,5
11434.04,bid,88,1
11435.063,ask,369,1
11435.063,bid,328,10
11436.117,ask,377,6
11436.117,bid,88,1
11437.078,ask,701,5
11437.078,bid,116,2
11438.039,ask,795,5
11438.039,bid,116,2
11439.217,ask,795,5
11439.217,bid,161,6
11440.054,ask,727,1
11440.054,bid,163,2
11441.077,ask,657,1
11441.077,bid,9,1
11442.1,ask,798,5
11442.1,bid,80,1
11443.061,ask,594,5
11443.061,bid,142,2
11444.146,ask,354,1
11444.146,bid,58,1
11445.014,ask,628,1
11445.014,bid,58,1
11446.037,ask,682,1
11446.037,bid,58,1
11447.153,ask,682,1
11447.153,bid,49,1
11448.052,ask,729,1
11448.052,bid,49,1
11449.044,ask,651,2
11449.044,bid,18,2
11450.036,ask,604,1
11450.036,bid,244,2
11451.09,ask,497,1
11451.09,bid,44,1
11452.02,ask,682,3
11452.02,bid,78,2
11453.043,ask,747,3
11453.043,bid,60,2
11454.035,ask,341,1
11454.035,bid,12,2
11455.058,ask,747,3
11455.058,bid,12,2
11456.05,ask,791,3
11456.05,bid,12,2
11457.042,ask,766,1
11457.042,bid,12,2
11458.034,ask,698,5
11458.034,bid,12,2
11459.15,ask,722,4
11459.15,bid,69,4
11460.049,ask,722,4
11460.049,bid,27,4
11461.01,ask,481,3
11461.01,bid,48,2
11462.064,ask,617,5
11462.064,bid,86,4
11463.056,ask,767,5
11463.056,bid,44,2
11464.141,ask,767,5
11464.141,bid,61,6
11465.009,ask,647,5
11465.009,bid,195,1
11466.001,ask,440,3
11466.001,bid,51,4
11467.024,ask,684,1
11467.024,bid,166,4
11468.109,ask,369,3
11468.109,bid,13,1
11469.132,ask,684,1
11469.132,bid,43,4
11470.0,ask,363,3
11470.0,bid,43,4
11471.085,ask,684,1
11471.085,bid,98,2
11472.046,ask,669,3
11472.046,bid,89,6
11473.1,ask,774,5
11473.1,bid,44,4
11474.03,ask,615,5
11474.03,bid,120,2
11475.053,ask,342,3
11475.053,bid,104,6
11476.045,ask,786,4
11476.045,bid,82,4
11477.006,ask,615,5
11477.006,bid,82,4
11478.091,ask,710,4
11478.091,bid,33,2
11479.021,ask,653,2
11479.021,bid,146,2
11480.013,ask,771,4
11480.013,bid,45,4
11481.005,ask,580,7
11481.005,bid,45,4
11482.183,ask,335,2
11482.183,bid,333,2
11483.051,ask,739,4
11483.051,bid,117,3
11484.043,ask,504,3
11484.043,bid,4,2
11485.004,ask,786,3
11485.004,bid,331,11
11486.182,ask,499,2
11486.182,bid,322,3
11487.05,ask,635,2
11487.05,bid,331,8
11488.073,ask,512,2
11488.073,bid,179,1
11489.065,ask,698,3
11489.065,bid,309,1
11490.026,ask,364,3
11490.026,bid,329,6
11491.111,ask,787,2
11491.111,bid,13,1
11492.103,ask,611,2
11492.103,bid,329,6
11493.064,ask,572,5
11493.064,bid,339,1
11494.056,ask,778,3
11494.056,bid,36,1
11495.017,ask,689,4
11495.017,bid,15,11
11496.133,ask,518,4
11496.133,bid,15,11
11497.063,ask,564,3
11497.063,bid,125,1
11498.148,ask,539,4
11498.148,bid,130,5
11499.078,ask,539,4
11499.078,bid,121,5
11500.008,ask,794,3
11500.008,bid,121,5
11501.0,ask,794,3
11501.0,bid,54,5
11502.085,ask,717,4
11502.085,bid,125,1
11503.046,ask,608,4
11503.046,bid,49,11
11504.007,ask,608,4
11504.007,bid,145,1
11505.154,ask,618,1
11505.154,bid,59,11
11506.022,ask,440,4
11506.022,bid,59,1
11507.014,ask,721,4
11507.014,bid,117,1
11508.037,ask,721,4
11508.037,bid,37,11
11509.06,ask,623,4
11509.06,bid,37,11
11510.021,ask,721,1
11510.021,bid,37,11
11511.044,ask,767,4
11511.044,bid,78,1
11512.005,ask,767,4
11512.005,bid,29,5
11513.028,ask,772,2
11513.028,bid,29,5
11514.02,ask,788,4
11514.02,bid,29,5
11515.074,ask,788,4
11515.074,bid,29,5
11516.004,ask,733,4
11516.004,bid,97,2
11517.058,ask,625,2
11517.058,bid,26,2
11518.081,ask,625,2
11518.081,bid,26,2
11519.011,ask,573,2
11519.011,bid,1,5
11520.034,ask,672,2
11520.034,bid,189,2
11521.057,ask,672,2
11521.057,bid,172,9
11522.297,ask,422,1
11522.297,bid,85,2
11523.01,ask,798,4
11523.01,bid,7,1
11524.002,ask,420,1
11524.002,bid,66,9
11525.056,ask,590,1
11525.056,bid,85,2
11526.11,ask,690,1
11526.11,bid,6,9
11527.009,ask,727,1
11527.009,bid,223,1
11528.032,ask,482,3
11528.032,bid,105,9
11529.179,ask,651,4
11529.179,bid,289,2
11530.047,ask,774,2
11530.047,bid,170,2
11531.163,ask,651,4
11531.163,bid,154,5
11532.0,ask,692,3
11532.0,bid,121,11
11533.054,ask,694,3
11533.054,bid,178,2
11534.015,ask,694,3
11534.015,bid,28,5
11535.162,ask,722,3
11535.162,bid,149,2
11536.123,ask,722,3
11536.123,bid,164,2
11537.084,ask,504,4
11537.084,bid,84,2
11538.014,ask,345,4
11538.014,bid,4,2
11539.037,ask,619,2
11539.037,bid,117,2
11540.091,ask,696,2
11540.091,bid,86,5
11541.083,ask,536,4
11541.083,bid,93,10
11542.013,ask,771,4
11542.013,bid,29,11
11543.067,ask,521,4
11543.067,bid,24,5
11544.028,ask,636,3
11544.028,bid,25,2
11545.237,ask,370,2
11545.237,bid,3,5
11546.012,ask,740,3
11546.012,bid,49,5
11547.035,ask,740,3
11547.035,bid,126,6
11548.027,ask,620,4
11548.027,bid,126,6
11549.019,ask,665,4
11549.019,bid,9,10
11550.104,ask,792,3
11550.104,bid,86,5
11551.065,ask,792,3
11551.065,bid,126,6
11552.026,ask,478,4
11552.026,bid,209,5
11553.111,ask,736,4
11553.111,bid,332,2
11554.041,ask,556,5
11554.041,bid,96,4
11555.033,ask,758,3
11555.033,bid,259,4
11556.304,ask,339,5
11556.304,bid,15,4
11557.017,ask,763,4
11557.017,bid,19,10
11558.04,ask,755,5
11558.04,bid,334,10
11559.032,ask,755,5
11559.032,bid,15,4
11560.117,ask,676,4
11560.117,bid,15,4
11561.078,ask,484,5
11561.078,bid,22,4
11562.008,ask,406,2
11562.008,bid,22,4
11563.0,ask,486,3
11563.0,bid,22,4
11564.023,ask,718,2
11564.023,bid,54,4
11565.139,ask,441,2
11565.139,bid,339,21
11566.1,ask,424,5
11566.1,bid,21,4
11567.185,ask,681,3
11567.185,bid,11,4
11568.115,ask,681,3
11568.115,bid,339,15
11569.138,ask,681,3
11569.138,bid,33,4
11570.006,ask,797,3
11570.006,bid,33,4
11571.091,ask,797,3
11571.091,bid,4,10
11572.176,ask,436,4
11572.176,bid,195,6
11573.013,ask,671,1
11573.013,bid,260,6
11574.005,ask,594,2
11574.005,bid,109,4
11575.059,ask,428,1
11575.059,bid,40,6
11576.144,ask,640,1
11576.144,bid,34,10
11577.043,ask,607,1
11577.043,bid,109,4
11578.035,ask,367,4
11578.035,bid,160,4
11579.058,ask,365,1
11579.058,bid,49,6
11580.05,ask,740,1
11580.05,bid,55,4
11581.073,ask,740,1
11581.073,bid,170,4
11582.003,ask,651,1
11582.003,bid,48,7
11583.15,ask,659,1
11583.15,bid,23,4
11584.018,ask,787,1
11584.018,bid,59,4
11585.072,ask,787,1
11585.072,bid,170,7
11586.157,ask,449,1
11586.157,bid,170,7
11587.025,ask,658,1
11587.025,bid,61,7
11588.017,ask,447,4
11588.017,bid,260,7
11589.04,ask,755,1
11589.04,bid,64,7
11590.032,ask,638,1
11590.032,bid,8,4
11591.024,ask,637,3
11591.024,bid,123,7
11592.047,ask,715,1
11592.047,bid,23,4
11593.008,ask,694,1
11593.008,bid,338,5
11594.031,ask,697,1
11594.031,bid,110,1
11595.054,ask,697,1
11595.054,bid,23,4
11596.015,ask,697,1
11596.015,bid,94,4
11597.007,ask,429,1
11597.007,bid,17,3
11598.03,ask,710,1
11598.03,bid,74,3
11599.146,ask,522,3
11599.146,bid,5,7
11600.014,ask,651,3
11600.014,bid,5,7
11601.254,ask,651,3
11601.254,bid,5,7
11602.029,ask,727,3
11602.029,bid,83,7
11603.176,ask,727,3
11603.176,bid,173,4
11604.044,ask,568,1
11604.044,bid,262,3
11605.129,ask,446,1
11605.129,bid,136,1
11606.214,ask,641,2
11606.214,bid,246,7
11607.02,ask,788,2
11607.02,bid,16,1
11608.074,ask,556,3
11608.074,bid,296,7
11609.066,ask,738,3
11609.066,bid,5,7
11610.089,ask,617,1
11610.089,bid,5,7
11611.081,ask,576,2
11611.081,bid,89,4
11612.042,ask,762,2
11612.042,bid,30,3
11613.003,ask,674,2
11613.003,bid,55,7
11614.15,ask,355,4
11614.15,bid,52,3
11615.018,ask,742,3
11615.018,bid,71,4
11616.041,ask,742,3
11616.041,bid,46,3
11617.002,ask,588,2
11617.002,bid,266,18
11618.211,ask,331,2
11618.211,bid,266,18
11619.017,ask,425,2
11619.017,bid,55,18
11620.071,ask,762,3
11620.071,bid,220,4
11621.063,ask,762,3
11621.063,bid,90,18
11622.055,ask,772,3
11622.055,bid,127,18
11623.016,ask,378,5
11623.016,bid,71,3
11624.039,ask,381,2
11624.039,bid,335,1
11625.0,ask,337,2
11625.0,bid,332,1
11626.085,ask,364,3
11626.085,bid,332,1
11627.046,ask,722,3
11627.046,bid,16,3
11628.038,ask,705,3
11628.038,bid,124,3
11629.123,ask,503,5
11629.123,bid,161,5
11630.053,ask,787,1
11630.053,bid,287,3
11631.014,ask,594,3
11631.014,bid,37,3
11632.099,ask,695,1
11632.099,bid,82,5
11633.246,ask,695,1
11633.246,bid,28,5
11634.114,ask,415,4
11634.114,bid,146,5
11635.168,ask,416,1
11635.168,bid,84,3
11636.036,ask,656,5
11636.036,bid,10,3
11637.09,ask,413,4
11637.09,bid,23,1
11638.02,ask,410,4
11638.02,bid,332,1
11639.043,ask,785,5
11639.043,bid,79,5
11640.035,ask,476,1
11640.035,bid,141,1
11641.12,ask,574,1
11641.12,bid,57,3
11642.019,ask,621,1
11642.019,bid,57,3
11643.011,ask,779,3
11643.011,bid,22,1
11644.034,ask,651,1
11644.034,bid,94,1
11645.026,ask,651,1
11645.026,bid,240,4
11646.018,ask,752,4
11646.018,bid,38,3
11647.01,ask,756,4
11647.01,bid,89,1
11648.002,ask,342,3
11648.002,bid,195,1
11649.087,ask,610,1
11649.087,bid,187,4
11650.017,ask,778,1
11650.017,bid,114,1
11651.009,ask,778,1
11651.009,bid,75,1
11652.094,ask,732,1
11652.094,bid,40,1
11653.024,ask,784,1
11653.024,bid,34,1
11654.078,ask,784,1
11654.078,bid,76,1
11655.132,ask,461,4
11655.132,bid,60,1
11656.0,ask,780,3
11656.0,bid,94,1
11657.085,ask,665,1
11657.085,bid,18,4
11658.046,ask,665,1
11658.046,bid,223,1
11659.038,ask,665,1
11659.038,bid,337,11
11660.03,ask,603,4
11660.03,bid,31,4
11661.084,ask,614,1
11661.084,bid,36,4
11662.014,ask,710,3
11662.014,bid,101,4
11663.006,ask,669,1
11663.006,bid,114,1
11664.06,ask,768,4
11664.06,bid,68,4
11665.052,ask,768,4
11665.052,bid,24,1
11666.044,ask,703,4
11666.044,bid,24,1
11667.067,ask,766,1
11667.067,bid,166,4
11668.09,ask,766,1
11668.09,bid,168,1
11669.237,ask,688,1
11669.237,bid,41,4
11670.074,ask,340,1
11670.074,bid,24,1
11671.128,ask,443,4
11671.128,bid,110,2
11672.058,ask,519,1
11672.058,bid,276,4
11673.019,ask,795,5
11673.019,bid,60,2
11674.011,ask,351,5
11674.011,bid,36,1
11675.034,ask,778,4
11675.034,bid,231,1
11676.026,ask,778,4
11676.026,bid,45,2
11677.111,ask,787,5
11677.111,bid,245,2
11678.01,ask,793,4
11678.01,bid,150,3
11679.064,ask,726,1
11679.064,bid,150,3
11680.056,ask,776,5
11680.056,bid,176,2
11681.017,ask,335,2
11681.017,bid,176,2
11682.04,ask,445,4
11682.04,bid,242,2
11683.001,ask,576,3
11683.001,bid,1,2
11684.055,ask,800,4
11684.055,bid,23,3
11685.14,ask,800,4
11685.14,bid,7,4
11686.256,ask,707,3
11686.256,bid,66,4
11687.217,ask,757,4
11687.217,bid,143,3
11688.054,ask,757,4
11688.054,bid,143,3
11689.108,ask,667,4
11689.108,bid,143,3
11690.007,ask,667,4
11690.007,bid,9,4
11691.123,ask,347,3
11691.123,bid,325,2
11692.022,ask,677,1
11692.022,bid,256,3
11693.045,ask,342,3
11693.045,bid,47,2
11694.006,ask,329,6
11694.006,bid,115,3
11695.029,ask,332,2
11695.029,bid,16,1
11696.021,ask,658,3
11696.021,bid,96,6
11697.044,ask,658,3
11697.044,bid,113,8
11698.036,ask,560,4
11698.036,bid,113,8
11699.121,ask,338,3
11699.121,bid,255,8
11700.02,ask,692,1
11700.02,bid,155,8
11701.198,ask,663,3
11701.198,bid,20,8
11702.035,ask,663,3
11702.035,bid,321,4
11703.027,ask,694,1
11703.027,bid,304,8
11704.019,ask,338,3
11704.019,bid,304,8
11705.166,ask,730,3
11705.166,bid,76,2
11706.251,ask,730,3
11706.251,bid,92,8
11707.088,ask,733,3
11707.088,bid,227,8
11708.204,ask,704,3
11708.204,bid,227,8
11709.01,ask,626,2
11709.01,bid,16,8
11710.002,ask,626,2
11710.002,bid,316,1
11711.18,ask,622,2
11711.18,bid,308,2
11712.11,ask,727,2
11712.11,bid,206,2
11713.35,ask,420,2
11713.35,bid,206,10
11714.063,ask,726,3
11714.063,bid,89,2
11715.024,ask,726,3
11715.024,bid,89,2
11716.047,ask,336,5
11716.047,bid,97,2
11717.008,ask,756,2
11717.008,bid,50,8
11718.124,ask,793,2
11718.124,bid,2,1
11719.085,ask,336,5
11719.085,bid,75,1
11720.046,ask,742,2
11720.046,bid,74,1
11721.038,ask,517,2
11721.038,bid,37,1
11722.123,ask,637,2
11722.123,bid,36,5
11723.022,ask,652,2
11723.022,bid,36,5
11724.014,ask,685,2
11724.014,bid,121,1
11725.006,ask,723,2
11725.006,bid,238,1
11726.091,ask,794,4
11726.091,bid,6,1
11727.021,ask,724,2
11727.021,bid,6,1
11728.013,ask,704,4
11728.013,bid,60,1
11729.005,ask,775,2
11729.005,bid,82,5
11730.028,ask,417,2
11730.028,bid,91,1
11731.175,ask,761,2
11731.175,bid,265,1
11732.043,ask,337,4
11732.043,bid,176,1
11733.035,ask,343,4
11733.035,bid,176,1
11734.058,ask,420,2
11734.058,bid,22,5
11735.019,ask,662,4
11735.019,bid,173,5
11736.104,ask,336,1
11736.104,bid,120,1
11737.127,ask,696,4
11737.127,bid,173,5
11738.026,ask,704,4
11738.026,bid,319,11
11739.08,ask,341,4
11739.08,bid,35,7
11740.072,ask,779,2
11740.072,bid,79,5
11741.002,ask,664,4
11741.002,bid,111,2
11742.242,ask,341,4
11742.242,bid,320,11
11743.048,ask,637,4
11743.048,bid,244,7
11744.071,ask,775,4
11744.071,bid,16,5
11745.063,ask,334,3
11745.063,bid,59,2
11746.024,ask,715,4
11746.024,bid,72,2
11747.047,ask,630,4
11747.047,bid,72,2
11748.132,ask,630,4
11748.132,bid,13,6
11749.062,ask,522,4
11749.062,bid,73,5
11750.116,ask,691,4
11750.116,bid,119,6
11751.046,ask,692,4
11751.046,bid,142,5
11752.069,ask,345,1
11752.069,bid,142,5
11753.092,ask,691,5
11753.092,bid,150,8
11754.053,ask,709,5
11754.053,bid,56,7
11755.014,ask,710,4
11755.014,bid,35,6
11756.068,ask,340,4
11756.068,bid,280,4
11757.029,ask,688,4
11757.029,bid,124,6
11758.021,ask,566,5
11758.021,bid,124,6
11759.075,ask,566,5
11759.075,bid,62,4
11760.005,ask,343,1
11760.005,bid,24,1
11761.028,ask,623,5
11761.028,bid,305,2
11762.051,ask,536,5
11762.051,bid,136,2
11763.012,ask,624,4
11763.012,bid,36,4
11764.066,ask,767,4
11764.066,bid,36,4
11765.027,ask,338,4
11765.027,bid,326,1
11766.019,ask,603,5
11766.019,bid,122,2
11767.073,ask,700,5
11767.073,bid,146,2
11768.065,ask,712,4
11768.065,bid,146,2
11769.057,ask,346,2
11769.057,bid,317,1
11770.018,ask,332,3
11770.018,bid,20,2
11771.072,ask,690,4
11771.072,bid,118,1
11772.126,ask,334,4
11772.126,bid,321,1
11773.087,ask,518,5
11773.087,bid,285,1
11774.048,ask,337,4
11774.048,bid,304,2
11775.04,ask,424,2
11775.04,bid,276,2
11776.218,ask,340,2
11776.218,bid,140,1
11777.117,ask,338,3
11777.117,bid,140,1
11778.016,ask,770,2
11778.016,bid,140,1
11779.008,ask,609,1
11779.008,bid,140,1
11780.0,ask,644,1
11780.0,bid,230,1
11781.054,ask,718,2
11781.054,bid,221,1
11782.108,ask,587,4
11782.108,bid,147,1
11783.286,ask,717,1
11783.286,bid,287,1
11784.309,ask,627,2
11784.309,bid,153,6
11785.053,ask,796,1
11785.053,bid,153,6
11786.014,ask,783,4
11786.014,bid,86,6
11787.037,ask,334,3
11787.037,bid,269,1
11788.06,ask,523,2
11788.06,bid,251,1
11789.021,ask,531,3
11789.021,bid,306,5
11790.044,ask,631,3
11790.044,bid,310,5
11791.036,ask,693,3
11791.036,bid,48,7
11792.059,ask,342,2
11792.059,bid,204,7
11793.082,ask,342,2
11793.082,bid,337,8
11794.074,ask,740,3
11794.074,bid,226,5
11795.035,ask,617,2
11795.035,bid,96,7
11796.12,ask,341,4
11796.12,bid,99,5
11797.174,ask,341,4
11797.174,bid,99,5
11798.073,ask,679,2
11798.073,bid,179,6
11799.096,ask,636,1
11799.096,bid,238,5
11800.088,ask,355,3
11800.088,bid,58,7
11801.049,ask,341,4
11801.049,bid,177,2
11802.165,ask,505,3
11802.165,bid,213,7
11803.157,ask,505,3
11803.157,bid,223,2
11804.025,ask,682,4
11804.025,bid,25,7
11805.172,ask,752,4
11805.172,bid,25,7
11806.071,ask,752,4
11806.071,bid,16,7
11807.032,ask,746,4
11807.032,bid,30,7
11808.117,ask,734,1
11808.117,bid,98,2
11809.016,ask,340,1
11809.016,bid,45,2
11810.039,ask,340,1
11810.039,bid,45,2
11811.062,ask,734,1
11811.062,bid,81,2
11812.147,ask,688,1
11812.147,bid,48,2
11813.17,ask,339,3
11813.17,bid,98,1
11814.007,ask,673,4
11814.007,bid,121,2
11815.061,ask,352,1
11815.061,bid,14,2
11816.022,ask,790,4
11816.022,bid,132,2
11817.045,ask,638,4
11817.045,bid,78,2
11818.006,ask,640,1
11818.006,bid,17,2
11819.091,ask,689,4
11819.091,bid,183,2
11820.083,ask,689,4
11820.083,bid,132,1
11821.106,ask,357,1
11821.106,bid,132,1
11822.067,ask,357,1
11822.067,bid,333,3
11823.028,ask,350,1
11823.028,bid,11,2
11824.051,ask,703,1
11824.051,bid,200,3
11825.012,ask,609,2
11825.012,bid,51,14
11826.004,ask,553,4
11826.004,bid,51,14
11827.151,ask,712,4
11827.151,bid,102,3
11828.019,ask,347,4
11828.019,bid,82,2
11829.073,ask,341,1
11829.073,bid,36,14
11830.158,ask,765,4
11830.158,bid,127,3
11831.057,ask,639,2
11831.057,bid,127,3
11832.018,ask,627,4
11832.018,bid,64,14
11833.01,ask,503,2
11833.01,bid,47,3
11834.033,ask,345,3
11834.033,bid,253,1
11835.056,ask,604,4
11835.056,bid,80,14
11836.079,ask,765,1
11836.079,bid,1,5
11837.009,ask,707,4
11837.009,bid,233,3
11838.001,ask,707,4
11838.001,bid,225,5
11839.024,ask,340,1
11839.024,bid,225,5
11840.047,ask,339,1
11840.047,bid,225,5
11841.101,ask,339,1
11841.101,bid,94,5
11842.0,ask,764,4
11842.0,bid,3,14
11843.023,ask,337,1
11843.023,bid,3,14
11844.108,ask,788,4
11844.108,bid,87,3
11845.007,ask,701,4
11845.007,bid,16,3
11846.03,ask,701,4
11846.03,bid,71,3
11847.053,ask,347,2
11847.053,bid,20,14
11848.2,ask,687,1
11848.2,bid,82,1
11849.037,ask,345,4
11849.037,bid,82,1
11850.153,ask,343,1
11850.153,bid,7,14
11851.083,ask,349,2
11851.083,bid,323,9
11852.137,ask,342,1
11852.137,bid,68,1
11853.005,ask,340,1
11853.005,bid,333,1
11854.121,ask,543,4
11854.121,bid,86,1
11855.051,ask,339,4
11855.051,bid,325,1
11856.136,ask,691,1
11856.136,bid,42,2
11857.004,ask,607,4
11857.004,bid,42,2
11858.027,ask,720,4
11858.027,bid,121,3
11859.143,ask,345,1
11859.143,bid,38,2
11860.166,ask,779,5
11860.166,bid,292,3
11861.065,ask,345,1
11861.065,bid,7,3
11862.026,ask,343,2
11862.026,bid,31,3
11863.08,ask,771,5
11863.08,bid,31,3
11864.01,ask,340,1
11864.01,bid,21,3
11865.064,ask,640,5
11865.064,bid,57,2
11866.056,ask,357,1
11866.056,bid,277,3
11867.11,ask,682,5
11867.11,bid,85,3
11868.102,ask,682,5
11868.102,bid,2,3
11869.218,ask,682,5
11869.218,bid,244,3
11870.024,ask,346,1
11870.024,bid,212,2
11871.047,ask,569,2
11871.047,bid,110,1
11872.008,ask,641,5
11872.008,bid,154,1
11873.031,ask,636,2
11873.031,bid,237,3
11874.116,ask,341,5
11874.116,bid,154,1
11875.201,ask,339,5
11875.201,bid,237,3
11876.069,ask,352,1
11876.069,bid,336,12
11877.123,ask,672,4
11877.123,bid,5,8
11878.177,ask,342,5
11878.177,bid,19,1
11879.076,ask,350,3
11879.076,bid,322,14
11880.068,ask,349,4
11880.068,bid,44,1
11881.246,ask,766,5
11881.246,bid,112,8
11882.083,ask,341,4
11882.083,bid,69,8
11883.013,ask,349,5
11883.013,bid,176,1
11884.005,ask,757,5
11884.005,bid,122,1
11885.059,ask,720,5
11885.059,bid,224,1
11886.02,ask,346,4
11886.02,bid,334,14
11887.012,ask,613,5
11887.012,bid,81,1
11888.004,ask,658,5
11888.004,bid,81,1
11889.027,ask,658,5
11889.027,bid,46,1
11890.05,ask,635,4
11890.05,bid,105,1
11891.011,ask,356,4
11891.011,bid,100,8
11892.034,ask,344,1
11892.034,bid,100,8
11893.057,ask,344,1
11893.057,bid,5,10
11894.08,ask,340,3
11894.08,bid,5,10
11895.01,ask,588,2
11895.01,bid,5,10
11896.033,ask,336,3
11896.033,bid,75,8
11897.025,ask,338,3
11897.025,bid,124,8
11898.079,ask,353,5
11898.079,bid,4,8
11899.04,ask,336,3
11899.04,bid,81,1
11900.001,ask,763,3
11900.001,bid,56,1
11901.148,ask,348,5
11901.148,bid,56,10
11902.016,ask,636,5
11902.016,bid,185,8
11903.008,ask,348,5
11903.008,bid,76,1
11904.0,ask,347,2
11904.0,bid,337,1
11905.023,ask,646,3
11905.023,bid,94,8
11906.046,ask,702,5
11906.046,bid,15,1
11907.038,ask,584,4
11907.038,bid,15,1
11908.061,ask,341,2
11908.061,bid,336,8
11909.022,ask,734,4
11909.022,bid,240,1
11910.045,ask,678,3
11910.045,bid,11,7
11911.378,ask,748,5
11911.378,bid,121,1
11912.029,ask,786,5
11912.029,bid,155,1
11913.083,ask,786,5
11913.083,bid,15,4
11914.044,ask,546,3
11914.044,bid,128,7
11915.005,ask,670,5
11915.005,bid,15,4
11916.028,ask,507,4
11916.028,bid,169,7
11917.02,ask,767,5
11917.02,bid,59,4
11918.043,ask,733,2
11918.043,bid,86,7
11919.035,ask,350,4
11919.035,bid,336,11
11920.089,ask,733,2
11920.089,bid,79,16
11921.05,ask,678,2
11921.05,bid,79,16
11922.135,ask,765,5
11922.135,bid,79,16
11923.034,ask,691,4
11923.034,bid,188,2
11924.026,ask,691,4
11924.026,bid,188,2
11925.266,ask,691,4
11925.266,bid,188,2
11926.01,ask,497,5
11926.01,bid,41,1
11927.126,ask,752,2
11927.126,bid,41,1
11928.056,ask,346,4
11928.056,bid,105,16
11929.141,ask,342,4
11929.141,bid,105,16
11930.071,ask,497,5
11930.071,bid,36,2
11931.063,ask,339,3
11931.063,bid,36,2
11932.117,ask,584,4
11932.117,bid,3,1
11933.047,ask,338,4
11933.047,bid,31,2
11934.38,ask,505,4
11934.38,bid,52,1
11935.031,ask,709,3
11935.031,bid,52,1
11936.023,ask,371,2
11936.023,bid,66,1
11937.015,ask,585,2
11937.015,bid,75,1
11938.007,ask,350,5
11938.007,bid,120,2
11939.092,ask,349,6
11939.092,bid,39,1
11940.022,ask,346,3
11940.022,bid,37,1
11941.014,ask,341,4
11941.014,bid,40,2
11942.037,ask,350,4
11942.037,bid,33,1
11943.029,ask,345,3
11943.029,bid,131,1
11944.114,ask,463,2
11944.114,bid,310,1
11945.044,ask,463,2
11945.044,bid,310,1
11946.315,ask,328,4
11946.315,bid,250,1
11947.121,ask,445,5
11947.121,bid,250,1
11948.051,ask,601,2
11948.051,bid,117,1
11949.012,ask,748,5
11949.012,bid,203,1
11950.252,ask,342,5
11950.252,bid,89,1
11951.12,ask,748,5
11951.12,bid,125,1
11952.174,ask,326,3
11952.174,bid,109,1
11953.104,ask,581,5
11953.104,bid,135,1
11954.003,ask,532,5
11954.003,bid,54,3
11955.088,ask,532,5
11955.088,bid,9,1
11956.018,ask,663,2
11956.018,bid,242,3
11957.196,ask,663,2
